Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM,Total,,,
24-11-2005,87,66,87,23,263,,,
25-11-2005,16,23,27,24,90,,,
26-11-2005,30,72,48,68,218,,,
27-11-2005,5,26,16,11,58,,,
28-11-2005,0,0,0,0,0,,,
29-11-2005,0,0,0,0,0,,,
30-11-2005,0,0,0,0,0,,,
1/12/2005,0,0,0,0,0,,,
2/12/2005,0,9,0,2,11,,,
3/12/2005,132,113,146,255,646,,,
4/12/2005,48,45,28,42,163,,,
5/12/2005,35,11,5,1,52,,,
6/12/2005,0,0,0,0,0,,,
7/12/2005,0,0,0,0,0,,,
8/12/2005,0,0,0,0,0,,,
9/12/2005,0,0,0,0,0,,,
10/12/2005,1,23,9,0,33,,,
11/12/2005,12,27,22,3,64,,,
12/12/2005,6,15,15,4,40,,,
13-12-2005,166,201,131,38,536,,,
14-12-2005,4,0,0,2,6,,,
15-12-2005,0,0,0,0,0,,,
16-12-2005,0,0,0,0,0,,,
17-12-2005,0,0,0,0,0,,,
18-12-2005,22,32,38,22,114,,,
19-12-2005,13,85,75,30,203,,,
20-12-2005,2,20,6,8,36,,,
21-12-2005,2,0,2,2,6,,,
22-12-2005,0,0,2,0,2,,,
23-12-2005,0,0,0,0,0,,,
24-12-2005,0,0,0,0,0,,,
25-12-2005,0,0,0,0,0,,,
26-12-2005,0,0,0,0,0,,,
27-12-2005,0,0,0,0,0,,,
28-12-2005,0,0,0,0,0,,,
29-12-2005,0,0,0,0,0,,,
30-12-2005,0,0,0,0,0,,,
31-12-2005,0,0,0,0,0,,,
1/1/2006,0,0,0,0,0,,,
2/1/2006,0,0,0,0,0,,,
3/1/2006,0,0,0,0,0,,,
4/1/2006,0,0,0,0,0,,,
5/1/2006,0,0,0,0,0,,,
6/1/2006,0,0,0,0,0,,,
7/1/2006,0,0,0,0,0,,,
8/1/2006,0,0,0,0,0,,,
9/1/2006,0,0,0,0,0,,,
10/1/2006,0,0,0,0,0,,,
11/1/2006,0,0,0,0,0,,,
12/1/2006,0,0,0,0,0,,,
13-01-2006,0,0,0,0,0,,,
14-01-2006,0,0,0,0,0,,,
15-01-2006,0,0,0,0,0,,,
16-01-2006,0,0,0,0,0,,,
17-01-2006,0,0,0,0,0,,,
18-01-2006,0,0,0,0,0,,,
19-01-2006,0,0,0,0,0,,,
20-01-2006,0,0,0,0,0,,,
21-01-2006,0,0,0,0,0,,,
22-01-2006,0,0,0,0,0,,,
23-01-2006,0,0,0,0,0,,,
24-01-2006,0,0,0,0,0,,,
25-01-2006,0,0,0,0,0,,,
26-01-2006,0,0,0,0,0,,,
27-01-2006,0,0,0,0,0,,,
28-01-2006,0,0,0,0,0,,,
29-01-2006,0,0,0,0,0,,,
30-01-2006,0,0,0,0,0,,,
31-01-2006,0,0,0,0,0,,,
1/2/2006,0,0,0,0,0,,,
2/2/2006,0,0,0,0,0,,,
3/2/2006,0,0,0,0,0,,,
4/2/2006,0,0,0,0,0,,,
5/2/2006,0,0,0,0,0,,,
6/2/2006,0,0,0,0,0,,,
7/2/2006,0,0,0,0,0,,,
8/2/2006,0,0,0,0,0,,,
9/2/2006,0,0,0,0,0,,,
10/2/2006,0,0,0,0,0,,,
11/2/2006,0,0,0,0,0,,,
12/2/2006,0,0,0,0,0,,,
13-02-2006,0,0,0,0,0,,,
14-02-2006,0,0,0,0,0,,,
15-02-2006,0,0,0,0,0,,,
16-02-2006,0,0,0,0,0,,,
17-02-2006,0,0,0,0,0,,,
18-02-2006,0,0,0,0,0,,,
19-02-2006,0,0,0,0,0,,,
20-02-2006,0,0,0,0,0,,,
21-02-2006,0,0,0,0,0,,,
22-02-2006,0,0,0,0,0,,,
23-02-2006,0,0,0,0,0,,,
24-02-2006,0,0,0,0,0,,,
25-02-2006,0,0,0,0,0,,,
26-02-2006,0,0,0,0,0,,,
27-02-2006,0,0,0,0,0,,,
28-02-2006,0,0,0,0,0,,,
1/3/2006,0,0,0,0,0,,,
2/3/2006,0,0,0,0,0,,,
3/3/2006,0,0,2,2,4,,,
4/3/2006,34,4,2,2,42,,,
5/3/2006,0,0,0,0,0,,,
6/3/2006,0,0,0,0,0,,,
7/3/2006,0,0,0,0,0,,,
8/3/2006,0,0,0,0,0,,,
9/3/2006,0,0,0,0,0,,,
10/3/2006,0,0,0,0,0,,,
11/3/2006,0,0,0,0,0,,,
12/3/2006,2,0,0,2,4,,,
13-03-2006,0,0,0,0,0,,,
14-03-2006,0,0,0,0,0,,,
15-03-2006,0,0,0,0,0,,,
16-03-2006,0,0,0,0,0,,,
17-03-2006,37,0,0,0,37,,,
18-03-2006,0,4,0,0,4,,,
19-03-2006,0,0,0,0,0,,,
20-03-2006,0,0,0,0,0,,,
21-03-2006,0,0,0,0,0,,,
22-03-2006,0,0,0,0,0,,,
23-03-2006,0,0,0,0,0,,,
24-03-2006,0,0,0,0,0,,,
25-03-2006,0,0,0,0,0,,,
26-03-2006,0,0,0,0,0,,,
27-03-2006,0,0,0,0,0,,,
28-03-2006,0,0,0,0,0,,,
29-03-2006,0,0,0,0,0,,,
30-03-2006,0,0,0,0,0,,,
31-03-2006,0,0,0,0,0,,,
1/4/2006,0,0,0,0,0,,,
2/4/2006,0,0,0,0,0,,,
3/4/2006,0,0,0,0,0,,,
4/4/2006,0,0,0,0,0,,,
5/4/2006,0,0,0,0,0,,,
6/4/2006,0,0,0,0,0,,,
7/4/2006,0,0,0,0,0,,,
8/4/2006,0,0,0,0,0,,,
9/4/2006,0,0,0,0,0,,,
10/4/2006,0,0,0,0,0,,,
11/4/2006,0,0,0,0,0,,,
12/4/2006,0,0,0,0,0,,,
13-04-2006,0,0,0,0,0,,,
14-04-2006,0,0,0,0,0,,,
15-04-2006,0,0,0,0,0,,,
16-04-2006,0,0,0,0,0,,,
17-04-2006,0,0,0,0,0,,,
18-04-2006,12,37,41,61,151,,,
19-04-2006,0,0,0,0,0,,,
20-04-2006,1,0,0,0,1,,,
21-04-2006,0,0,0,0,0,,,
22-04-2006,0,0,0,0,0,,,
23-04-2006,0,0,0,0,0,,,
24-04-2006,0,0,0,0,0,,,
25-04-2006,0,0,0,0,0,,,
26-04-2006,0,0,0,0,0,,,
27-04-2006,0,0,0,0,0,,,
28-04-2006,0,0,0,0,0,,,
29-04-2006,0,0,0,0,0,,,
30-04-2006,2,0,0,0,2,,,
1/5/2006,0,0,0,0,0,,,
2/5/2006,0,0,0,0,0,,,
3/5/2006,0,4,0,0,4,,,
4/5/2006,0,0,0,0,0,,,
5/5/2006,0,0,0,0,0,,,
6/5/2006,0,0,0,0,0,,,
7/5/2006,0,0,0,0,0,,,
8/5/2006,0,0,0,0,0,,,
9/5/2006,0,0,0,0,0,,,
10/5/2006,0,0,0,0,0,,,
11/5/2006,0,0,0,0,0,,,
12/5/2006,0,0,0,0,0,,,
13-05-2006,0,0,0,0,0,,,
14-05-2006,0,0,0,0,0,,,
15-05-2006,0,0,0,0,0,,,
16-05-2006,0,0,0,0,0,,,
17-05-2006,0,0,0,0,0,,,
18-05-2006,0,0,0,0,0,,,
19-05-2006,0,0,0,0,0,,,
20-05-2006,0,0,0,0,0,,,
21-05-2006,0,0,0,0,0,,,
22-05-2006,0,0,0,0,0,,,
23-05-2006,0,0,0,0,0,,,
24-05-2006,0,0,0,0,0,,,
25-05-2006,8,0,0,2,10,,,
26-05-2006,31,6,0,31,68,,,
27-05-2006,0,6,0,31,37,,,
28-05-2006,0,0,0,0,0,,,
29-05-2006,17,0,0,0,17,,,
30-05-2006,0,0,0,0,0,,,
31-05-2006,0,0,0,0,0,,,
1/6/2006,0,0,0,0,0,,,
2/6/2006,0,0,0,0,0,,,
3/6/2006,0,0,0,0,0,,,
4/6/2006,10,21,18,44,93,,,
5/6/2006,16,13,4,0,33,,,
6/6/2006,8,19,4,0,31,,,
7/6/2006,0,0,0,8,8,,,
8/6/2006,0,0,0,0,0,,,
9/6/2006,0,0,0,0,0,,,
10/6/2006,0,0,0,0,0,,,
11/6/2006,0,0,0,0,0,,,
12/6/2006,0,0,0,0,0,,,
13-06-2006,0,0,0,0,0,,,
14-06-2006,24,9,6,0,39,,,
15-06-2006,0,0,0,0,0,,,
16-06-2006,0,0,0,0,0,,,
17-06-2006,0,0,0,45,45,,,
18-06-2006,0,0,0,0,0,,,
19-06-2006,0,0,0,0,0,,,
20-06-2006,10,0,0,0,10,,,
21-06-2006,0,8,0,0,8,,,
22-06-2006,0,0,0,0,0,,,
23-06-2006,8,27,22,20,77,,,
24-06-2006,3,14,10,0,27,,,
25-06-2006,0,0,0,0,0,,,
26-06-2006,0,0,0,0,0,,,
27-06-2006,11,42,23,5,81,,,
28-06-2006,12,27,47,0,86,,,
29-06-2006,0,0,1,0,1,,,
30-06-2006,0,0,0,0,0,,,
1/7/2006,0,0,0,0,0,,,
2/7/2006,0,0,0,0,0,,,
3/7/2006,0,0,0,0,0,,,
4/7/2006,0,0,0,0,0,,,
5/7/2006,0,0,0,0,0,,,
6/7/2006,0,0,0,0,0,,,
7/7/2006,0,0,0,0,0,,,
8/7/2006,0,0,0,0,0,,,
9/7/2006,0,0,0,0,0,,,
10/7/2006,0,0,2,0,2,,,
11/7/2006,0,0,6,0,6,,,
12/7/2006,0,3,5,4,12,,,
13-07-2006,31,8,12,70,121,,,
14-07-2006,0,0,0,0,0,,,
15-07-2006,0,0,0,0,0,,,
16-07-2006,0,0,0,0,0,,,
17-07-2006,0,0,0,0,0,,,
18-07-2006,0,0,0,0,0,,,
19-07-2006,0,0,0,0,0,,,
20-07-2006,9,13,1,2,25,,,
21-07-2006,1,0,2,20,23,,,
22-07-2006,0,0,0,0,0,,,
23-07-2006,0,0,0,0,0,,,
24-07-2006,0,0,0,0,0,,,
25-07-2006,0,8,2,0,10,,,
26-07-2006,3,0,0,0,3,,,
27-07-2006,0,0,0,5,5,,,
28-07-2006,21,13,14,17,65,,,
29-07-2006,5,5,2,0,12,,,
30-07-2006,0,0,0,0,0,,,
31-07-2006,0,0,0,0,0,,,
1/8/2006,0,0,0,0,0,,,
2/8/2006,0,0,0,0,0,,,
3/8/2006,0,0,0,0,0,,,
4/8/2006,1,2,3,2,8,,,
5/8/2006,0,17,0,0,17,,,
6/8/2006,0,0,0,0,0,,,
7/8/2006,0,11,56,0,67,,,
8/8/2006,12,7,2,0,21,,,
9/8/2006,2,0,0,2,4,,,
10/8/2006,7,0,0,12,19,,,
11/8/2006,8,16,7,0,31,,,
12/8/2006,11,6,8,0,25,,,
13-08-2006,1,0,0,0,1,,,
14-08-2006,20,19,24,15,78,,,
15-08-2006,9,18,16,12,55,,,
16-08-2006,21,13,10,8,52,,,
17-08-2006,0,11,0,11,22,,,
18-08-2006,0,0,0,0,0,,,
19-08-2006,0,0,0,0,0,,,
20-08-2006,0,0,0,0,0,,,
21-08-2006,0,0,0,0,0,,,
22-08-2006,0,0,0,0,0,,,
23-08-2006,0,0,0,0,0,,,
24-08-2006,0,0,0,0,0,,,
25-08-2006,0,0,0,0,0,,,
26-08-2006,0,0,0,0,0,,,
27-08-2006,0,0,0,0,0,,,
28-08-2006,0,0,0,0,0,,,
29-08-2006,0,0,0,0,0,,,
30-08-2006,0,0,0,0,0,,,
31-08-2006,0,0,0,0,0,,,
1/9/2006,0,0,0,0,0,,,
2/9/2006,0,0,0,0,0,,,
3/9/2006,17,4,6,8,35,,,
4/9/2006,19,13,18,45,95,,,
5/9/2006,0,0,0,0,0,,,
6/9/2006,0,0,0,0,0,,,
7/9/2006,0,0,0,0,0,,,
8/9/2006,0,0,0,0,0,,,
9/9/2006,0,0,0,20,20,,,
10/9/2006,0,0,0,6,6,,,
11/9/2006,0,0,0,0,0,,,
12/9/2006,0,0,0,0,0,,,
13-09-2006,4,0,0,0,4,,,
14-09-2006,0,0,0,0,0,,,
15-09-2006,0,9,19,24,52,,,
16-09-2006,0,0,0,0,0,,,
17-09-2006,0,0,0,0,0,,,
18-09-2006,0,11,4,0,15,,,
19-09-2006,0,0,3,0,3,,,
20-09-2006,0,7,3,2,12,,,
21-09-2006,22,13,3,5,43,,,
22-09-2006,27,22,2,0,51,,,
23-09-2006,0,0,0,0,0,,,
24-09-2006,0,0,0,0,0,,,
25-09-2006,46,60,78,48,232,,,
26-09-2006,16,32,15,7,70,,,
27-09-2006,0,4,0,0,4,,,
28-09-2006,0,4,0,0,4,,,
29-09-2006,0,0,0,0,0,,,
30-09-2006,0,0,0,0,0,,,
1/10/2006,0,0,0,0,0,,,
2/10/2006,2,7,17,0,26,,,
3/10/2006,3,13,0,49,65,,,
4/10/2006,0,0,0,0,0,,,
5/10/2006,32,14,12,57,115,,,
6/10/2006,6,0,0,9,15,,,
7/10/2006,6,0,0,9,15,,,
8/10/2006,6,0,0,0,6,,,
9/10/2006,0,0,0,0,0,,,
10/10/2006,0,0,0,0,0,,,
11/10/2006,30,0,0,0,30,,,
12/10/2006,8,0,0,0,8,,,
13-10-2006,0,0,0,0,0,,,
14-10-2006,0,0,0,0,0,,,
15-10-2006,0,0,0,0,0,,,
16-10-2006,0,0,0,0,0,,,
17-10-2006,0,0,0,0,0,,,
18-10-2006,0,0,0,22,22,,,
19-10-2006,0,17,8,26,51,,,
20-10-2006,2,22,52,4,80,,,
21-10-2006,1,0,1,0,2,,,
22-10-2006,0,12,2,0,14,,,
23-10-2006,0,9,0,0,9,,,
24-10-2006,15,6,16,32,69,,,
25-10-2006,13,43,29,11,96,,,
26-10-2006,76,81,142,94,393,,,
27-10-2006,16,17,10,48,91,,,
28-10-2006,28,97,78,97,300,,,
29-10-2006,24,74,133,87,318,,,
30-10-2006,30,10,43,62,145,,,
31-10-2006,0,0,0,0,0,,,
1/11/2006,3,9,16,2,30,,,
2/11/2006,4,13,2,2,21,,,
3/11/2006,0,12,0,3,15,,,
4/11/2006,1,17,4,33,55,,,
5/11/2006,0,0,0,0,0,,,
6/11/2006,6,0,0,2,8,,,
7/11/2006,0,11,14,2,27,,,
8/11/2006,4,4,6,59,73,,,
9/11/2006,6,7,23,1,37,,,
10/11/2006,1,3,2,0,6,,,
11/11/2006,4,23,15,3,45,,,
12/11/2006,0,5,4,2,11,,,
13-11-2006,11,32,65,17,125,,,
14-11-2006,6,9,5,8,28,,,
15-11-2006,0,78,14,4,96,,,
16-11-2006,9,21,16,24,70,,,
17-11-2006,2,3,8,2,15,,,
18-11-2006,8,5,13,12,38,,,
19-11-2006,14,45,51,61,171,,,
20-11-2006,9,4,11,14,38,,,
21-11-2006,0,0,6,0,6,,,
22-11-2006,0,0,0,0,0,,,
23-11-2006,0,0,0,0,0,,,
24-11-2006,0,0,0,0,0,,,
25-11-2006,0,0,0,0,0,,,
26-11-2006,0,0,0,0,0,,,
27-11-2006,0,0,0,0,0,,,
28-11-2006,0,0,0,0,0,,,
29-11-2006,0,0,0,0,0,,,
30-11-2006,0,7,0,0,7,,,
1/12/2006,0,0,0,0,0,,,
2/12/2006,0,0,0,0,0,,,
3/12/2006,0,0,0,0,0,,,
4/12/2006,0,0,0,0,0,,,
5/12/2006,0,0,0,0,0,,,
6/12/2006,0,0,0,0,0,,,
7/12/2006,0,0,0,0,0,,,
8/12/2006,0,0,0,0,0,,,
9/12/2006,0,0,0,0,0,,,
10/12/2006,0,0,0,0,0,,,
11/12/2006,16,5,3,6,30,,,
12/12/2006,69,5,2,24,100,,,
13-12-2006,0,0,0,2,2,,,
14-12-2006,0,0,0,0,0,,,
15-12-2006,0,0,0,0,0,,,
16-12-2006,0,0,0,0,0,,,
17-12-2006,0,0,0,0,0,,,
18-12-2006,0,0,0,0,0,,,
19-12-2006,0,0,0,0,0,,,
20-12-2006,0,0,0,0,0,,,
21-12-2006,2,0,2,0,4,,,
22-12-2006,3,0,0,0,3,,,
23-12-2006,0,0,0,0,0,,,
24-12-2006,0,0,0,0,0,,,
25-12-2006,0,0,0,0,0,,,
26-12-2006,0,0,0,0,0,,,
27-12-2006,0,0,0,0,0,,,
28-12-2006,0,0,0,0,0,,,
29-12-2006,0,0,0,0,0,,,
30-12-2006,0,0,0,0,0,,,
31-12-2006,0,0,0,0,0,,,
1/1/2007,0,0,0,0,0,,,
2/1/2007,0,0,0,0,0,,,
3/1/2007,0,0,0,0,0,,,
4/1/2007,0,0,0,0,0,,,
5/1/2007,0,0,0,0,0,,,
6/1/2007,0,0,0,0,0,,,
7/1/2007,0,0,0,0,0,,,
8/1/2007,0,0,0,0,0,,,
9/1/2007,0,0,0,0,0,,,
10/1/2007,0,0,0,0,0,,,
11/1/2007,0,0,0,0,0,,,
12/1/2007,0,0,0,0,0,,,
13-01-2007,0,0,0,0,0,,,
14-01-2007,0,0,0,0,0,,,
15-01-2007,0,0,0,0,0,,,
16-01-2007,0,0,0,0,0,,,
17-01-2007,0,0,0,0,0,,,
18-01-2007,0,0,0,0,0,,,
19-01-2007,0,0,0,0,0,,,
20-01-2007,0,0,0,0,0,,,
21-01-2007,0,0,0,0,0,,,
22-01-2007,0,0,0,0,0,,,
23-01-2007,0,0,0,0,0,,,
24-01-2007,0,0,0,0,0,,,
25-01-2007,0,0,0,0,0,,,
26-01-2007,0,0,0,0,0,,,
27-01-2007,0,0,0,0,0,,,
28-01-2007,0,0,0,0,0,,,
29-01-2007,0,0,0,0,0,,,
30-01-2007,0,0,0,0,0,,,
31-01-2007,0,0,0,0,0,,,
1/2/2007,0,0,0,0,0,,,
2/2/2007,0,0,0,0,0,,,
3/2/2007,0,0,0,0,0,,,
4/2/2007,0,0,0,0,0,,,
5/2/2007,0,0,0,0,0,,,
6/2/2007,0,0,0,0,0,,,
7/2/2007,0,0,0,0,0,,,
8/2/2007,0,0,0,0,0,,,
9/2/2007,0,0,0,0,0,,,
10/2/2007,0,0,0,0,0,,,
11/2/2007,0,0,0,0,0,,,
12/2/2007,0,0,0,0,0,,,
13-02-2007,0,0,0,0,0,,,
14-02-2007,3,2,10,0,15,,,
15-02-2007,0,0,0,0,0,,,
16-02-2007,0,0,0,0,0,,,
17-02-2007,0,0,0,0,0,,,
18-02-2007,0,0,0,0,0,,,
19-02-2007,2,0,0,0,2,,,
20-02-2007,0,0,0,0,0,,,
21-02-2007,0,0,0,0,0,,,
22-02-2007,0,0,0,0,0,,,
23-02-2007,0,0,0,0,0,,,
24-02-2007,0,0,0,0,0,,,
25-02-2007,0,0,0,0,0,,,
26-02-2007,0,0,0,0,0,,,
27-02-2007,0,0,0,0,0,,,
28-02-2007,0,0,0,0,0,,,
1/3/2007,0,0,0,0,0,,,
2/3/2007,0,0,0,0,0,,,
3/3/2007,0,0,0,0,0,,,
4/3/2007,0,0,0,0,0,,,
5/3/2007,0,0,0,0,0,,,
6/3/2007,0,0,0,0,0,,,
7/3/2007,0,0,0,0,0,,,
8/3/2007,0,0,0,0,0,,,
9/3/2007,0,0,0,0,0,,,
10/3/2007,0,0,0,0,0,,,
11/3/2007,0,0,0,0,0,,,
12/3/2007,0,0,0,0,0,,,
13-03-2007,0,0,0,0,0,,,
14-03-2007,0,0,0,0,0,,,
15-03-2007,0,0,0,0,0,,,
16-03-2007,0,0,0,0,0,,,
17-03-2007,0,0,0,0,0,,,
18-03-2007,0,0,0,0,0,,,
19-03-2007,0,0,0,0,0,,,
20-03-2007,0,0,0,0,0,,,
21-03-2007,0,0,0,0,0,,,
22-03-2007,0,0,0,0,0,,,
23-03-2007,0,0,0,0,0,,,
24-03-2007,0,0,0,0,0,,,
25-03-2007,0,0,0,0,0,,,
26-03-2007,0,0,0,0,0,,,
27-03-2007,0,0,0,0,0,,,
28-03-2007,0,0,0,0,0,,,
29-03-2007,0,0,0,0,0,,,
30-03-2007,0,0,0,0,0,,,
31-03-2007,0,0,0,0,0,,,
1/4/2007,0,0,0,0,0,,,
2/4/2007,0,0,0,0,0,,,
3/4/2007,0,0,0,0,0,,,
4/4/2007,0,0,0,0,0,,,
5/4/2007,0,0,0,0,0,,,
6/4/2007,0,0,0,0,0,,,
7/4/2007,0,0,0,0,0,,,
8/4/2007,0,0,0,0,0,,,
9/4/2007,0,0,0,0,0,,,
10/4/2007,0,0,0,0,0,,,
11/4/2007,0,0,0,0,0,,,
12/4/2007,0,0,0,0,0,,,
13-04-2007,0,0,0,0,0,,,
14-04-2007,0,0,0,0,0,,,
15-04-2007,0,0,0,0,0,,,
16-04-2007,0,0,0,0,0,,,
17-04-2007,0,0,0,0,0,,,
18-04-2007,0,0,0,0,0,,,
19-04-2007,0,0,0,0,0,,,
20-04-2007,23,0,0,0,23,,,
21-04-2007,0,0,0,0,0,,,
22-04-2007,14,0,0,0,14,,,
23-04-2007,0,0,0,0,0,,,
24-04-2007,0,0,0,0,0,,,
25-04-2007,0,0,0,0,0,,,
26-04-2007,0,0,0,0,0,,,
27-04-2007,0,0,0,0,0,,,
28-04-2007,0,0,0,0,0,,,
29-04-2007,0,0,0,0,0,,,
30-04-2007,0,0,0,0,0,,,
1/5/2007,0,0,0,0,0,,,
2/5/2007,0,0,0,0,0,,,
3/5/2007,0,0,0,0,0,,,
4/5/2007,32,0,4,2,38,,,
5/5/2007,0,0,0,0,0,,,
6/5/2007,0,0,0,0,0,,,
7/5/2007,0,0,0,0,0,,,
8/5/2007,0,0,0,0,0,,,
9/5/2007,1,0,0,10,11,,,
10/5/2007,0,0,0,0,0,,,
11/5/2007,0,0,0,0,0,,,
12/5/2007,0,0,0,0,0,,,
13-05-2007,9,0,0,0,9,,,
14-05-2007,0,0,0,0,0,,,
15-05-2007,0,0,0,0,0,,,
16-05-2007,0,0,1,0,1,,,
17-05-2007,0,0,0,0,0,,,
18-05-2007,0,0,0,0,0,,,
19-05-2007,9,0,0,0,9,,,
20-05-2007,0,0,0,0,0,,,
21-05-2007,0,0,0,0,0,,,
22-05-2007,0,0,0,0,0,,,
23-05-2007,0,0,0,0,0,,,
24-05-2007,0,0,0,0,0,,,
25-05-2007,0,0,0,0,0,,,
26-05-2007,0,0,0,0,0,,,
27-05-2007,0,0,0,0,0,,,
28-05-2007,0,0,0,0,0,,,
29-05-2007,0,0,0,0,0,,,
30-05-2007,0,0,0,0,0,,,
31-05-2007,0,0,0,0,0,,,
1/6/2007,0,0,0,0,0,,,
2/6/2007,0,0,0,0,0,,,
3/6/2007,0,0,0,0,0,,,
4/6/2007,0,0,0,0,0,,,
5/6/2007,0,0,0,0,0,,,
6/6/2007,0,0,0,0,0,,,
7/6/2007,0,0,0,7,7,,,
8/6/2007,0,0,0,0,0,,,
9/6/2007,0,0,0,0,0,,,
10/6/2007,0,2,0,0,2,,,
11/6/2007,15,4,2,42,63,,,
12/6/2007,1,0,1,0,2,,,
13-06-2007,0,0,0,0,0,,,
14-06-2007,0,0,0,0,0,,,
15-06-2007,2,4,8,16,30,,,
16-06-2007,1,9,2,0,12,,,
17-06-2007,0,0,0,27,27,,,
18-06-2007,1,2,2,29,34,,,
19-06-2007,9,3,9,16,37,,,
20-06-2007,4,5,2,13,24,,,
21-06-2007,2,2,2,5,11,,,
22-06-2007,19,24,33,20,96,,,
23-06-2007,1,2,0,2,5,,,
24-06-2007,0,0,0,0,0,,,
25-06-2007,1,0,0,0,1,,,
26-06-2007,1,0,0,0,1,,,
27-06-2007,0,4,12,6,22,,,
28-06-2007,2,2,3,1,8,,,
29-06-2007,3,0,1,10,14,,,
30-06-2007,3,0,0,0,3,,,
1/7/2007,0,0,0,0,0,,,
2/7/2007,0,0,0,0,0,,,
3/7/2007,0,0,0,0,0,,,
4/7/2007,0,0,0,0,0,,,
5/7/2007,0,0,0,0,0,,,
6/7/2007,11,9,6,0,26,,,
7/7/2007,0,2,2,0,4,,,
8/7/2007,0,0,0,0,0,,,
9/7/2007,0,3,4,4,11,,,
10/7/2007,1,5,5,0,11,,,
11/7/2007,1,17,5,7,30,,,
12/7/2007,22,14,25,22,83,,,
13-07-2007,12,49,45,25,131,,,
14-07-2007,0,7,0,10,17,,,
15-07-2007,0,4,2,0,6,,,
16-07-2007,12,13,10,7,42,,,
17-07-2007,2,0,0,2,4,,,
18-07-2007,6,0,1,3,10,,,
19-07-2007,9,0,0,8,17,,,
20-07-2007,0,4,0,0,4,,,
21-07-2007,0,0,0,0,0,,,
22-07-2007,2,77,45,9,133,,,
23-07-2007,0,0,0,3,3,,,
24-07-2007,0,0,0,10,10,,,
25-07-2007,0,0,0,0,0,,,
26-07-2007,0,0,0,0,0,,,
27-07-2007,0,0,0,0,0,,,
28-07-2007,48,0,1,36,85,,,
29-07-2007,27,60,32.4,10,129.4,,,
30-07-2007,49,19,62,22,152,,,
31-07-2007,1,2,3,2,8,,,
1/8/2007,25,46,106,22,199,,,
2/8/2007,9,0,0,15,24,,,
3/8/2007,2,0,0,0,2,,,
4/8/2007,0,0,0,0,0,,,
5/8/2007,0,0,0,0,0,,,
6/8/2007,0,2,2,0,4,,,
7/8/2007,0,0,0,0,0,,,
8/8/2007,0,0,0,0,0,,,
9/8/2007,0,0,0,0,0,,,
10/8/2007,0,0,0,0,0,,,
11/8/2007,0,0,0,0,0,,,
12/8/2007,0,0,0,10,10,,,
13-08-2007,0,0,0,0,0,,,
14-08-2007,0,0,0,0,0,,,
15-08-2007,0,0,0,0,0,,,
16-08-2007,0,0,0,0,0,,,
17-08-2007,0,0,3,15,18,,,
18-08-2007,11,0,4,15,30,,,
19-08-2007,15,10,12,33,70,,,
20-08-2007,2,0,0,0,2,,,
21-08-2007,28,7,17,0,52,,,
22-08-2007,32,0,20,4,56,,,
23-08-2007,6,60,65,5,136,,,
24-08-2007,0,0,10,2,12,,,
25-08-2007,0,0,0,0,0,,,
26-08-2007,7,53,0,26,86,,,
27-08-2007,0,0,0,0,0,,,
28-08-2007,0,2,17,0,19,,,
29-08-2007,0,2,17,0,19,,,
30-08-2007,41,54,64,15,174,,,
31-08-2007,42,22,16,5,85,,,
1/9/2007,1,0,0,11,12,,,
2/9/2007,0,0,0,0,0,,,
3/9/2007,67,7,13,13,100,,,
4/9/2007,0,0,0,0,0,,,
5/9/2007,5,2,26,3,36,,,
6/9/2007,61,37,34,26,158,,,
7/9/2007,0,0,0,0,0,,,
8/9/2007,21,0,0,0,21,,,
9/9/2007,0,37,0,0,37,,,
10/9/2007,0,0,0,0,0,,,
11/9/2007,0,0,0,0,0,,,
12/9/2007,0,0,0,0,0,,,
13-09-2007,0,0,0,0,0,,,
14-09-2007,37,4,0,22,63,,,
15-09-2007,0,0,0,16,16,,,
16-09-2007,0,2,0,17,19,,,
17-09-2007,0,0,3,2,5,,,
18-09-2007,0,0,0,0,0,,,
19-09-2007,0,0,0,7,7,,,
20-09-2007,5,0,3,0,8,,,
21-09-2007,1,0,0,0,1,,,
22-09-2007,0,0,0,0,0,,,
23-09-2007,0,0,0,0,0,,,
24-09-2007,0,0,0,0,0,,,
25-09-2007,0,0,0,0,0,,,
26-09-2007,0,0,0,0,0,,,
27-09-2007,0,0,0,0,0,,,
28-09-2007,49,3,2,35,89,,,
29-09-2007,0,0,0,14,14,,,
30-09-2007,15,32,58,4,109,,,
1/10/2007,4,0,2,2,8,,,
2/10/2007,2,2,0,0,4,,,
3/10/2007,0,0,0,0,0,,,
4/10/2007,0,0,0,0,0,,,
5/10/2007,0,0,0,0,0,,,
6/10/2007,0,0,7,0,7,,,
7/10/2007,0,2,0,0,2,,,
8/10/2007,0,0,0,0,0,,,
9/10/2007,0,0,0,0,0,,,
10/10/2007,0,0,0,0,0,,,
11/10/2007,0,0,0,0,0,,,
12/10/2007,0,0,0,0,0,,,
13-10-2007,0,0,0,0,0,,,
14-10-2007,0,0,0,0,0,,,
15-10-2007,0,0,0,0,0,,,
16-10-2007,0,0,0,0,0,,,
17-10-2007,0,0,0,0,0,,,
18-10-2007,0,0,0,0,0,,,
19-10-2007,0,0,0,0,0,,,
20-10-2007,0,0,0,0,0,,,
21-10-2007,0,0,0,0,0,,,
